id,idFile,nu,states/0/code,states/0/name,states/0/path,states/0/quara/into/where/e,states/0/quara/into/where/v,states/0/quara/into/where/uv,states/0/quara/into/min/e,states/0/quara/into/min/v,states/0/quara/into/min/uv,states/0/quara/into/max/e,states/0/quara/into/max/v,states/0/quara/into/max/uv,states/0/quara/into/comment,states/0/test/into/pcr/e,states/0/test/into/pcr/v,states/0/test/into/pcr/uv,states/0/test/into/ag/e,states/0/test/into/ag/v,states/0/test/into/ag/uv,states/0/test/into/comment,states/0/visa/into/bool,states/0/visa/into/comment
FI,FI_States,832,6,Kanta-Häme,,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States
FI,FI_States,833,7,Keski-Pohjanmaa,,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States
FI,FI_States,834,8,Keski-Suomi,,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States
FI,FI_States,835,9,Kymenlaakso,,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States
FI,FI_States,836,10,Lappi,,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States
FI,FI_States,837,11,Pirkanmaa,,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States
FI,FI_States,838,12,Pohjanmaa,,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States
FI,FI_States,839,13,Pohjois-Karjala,,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States
FI,FI_States,840,14,Pohjois-Pohjanmaa,,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States
FI,FI_States,841,15,Pohjois-Savo,FLK,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States
FI,FI_States,842,16,Päijät-Häme,FRO,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States
FI,FI_States,843,17,Satakunta,FJI,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States
FI,FI_States,844,18,Uusimaa,,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States
FI,FI_States,845,19,Varsinais-Suomi,,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States,FI_States-->AF_States
FR,FR_States,846,A,Alsace,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,847,B,Aquitaine,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,848,C,Auvergne,FIN,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,849,E,Brittany,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,850,D,Burgundy,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,851,F,Centre-Val de Loire,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,852,G,Champagne-Ardenne,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,853,H,Corsica,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,854,I,Franche-Comté,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,855,K,Languedoc-Roussillon,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,856,L,Limousin,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,857,M,Lorraine,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,858,P,Lower Normandy,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,859,N,Midi-Pyrénées,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,860,O,Nord-Pas-de-Calais,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,861,R,Pays de la Loire,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,862,S,Picardy,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,863,T,Poitou-Charentes,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,864,U,Provence-Alpes-Côte d'Azur,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,865,V,Rhône-Alpes,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,866,Q,Upper Normandy,,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
FR,FR_States,867,J,Île-de-France,FRA,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States,FR_States-->AF_States
GF,GF_States,868,GF,GF,,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States,GF_States-->AF_States
PF,PF_States,869,PF,PF,,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States,PF_States-->AF_States
TF,TF_States,870,TF,TF,,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States,TF_States-->AF_States
GA,GA_States,871,1,Estuaire,,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States
GA,GA_States,872,2,Haut-Ogooué,,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States
GA,GA_States,873,3,Moyen-Ogooué,,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States
GA,GA_States,874,4,Ngounié,,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States
GA,GA_States,875,5,Nyanga,,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States
GA,GA_States,876,6,Ogooué-Ivindo,,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States
GA,GA_States,877,7,Ogooué-Lolo,,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States
GA,GA_States,878,8,Ogooué-Maritime,,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States
GA,GA_States,879,9,Woleu-Ntem,,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States,GA_States-->AF_States
GM,GM_States,880,B,Banjul,,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States
GM,GM_States,881,M,Central River,,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States
GM,GM_States,882,L,Lower River,,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States
GM,GM_States,883,N,North Bank,,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States
GM,GM_States,884,U,Upper River,,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States
GM,GM_States,885,W,Western,,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States,GM_States-->AF_States
GE,GE_States,886,AB,Abkhazia,,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States
GE,GE_States,887,AJ,Ajaria,,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States
GE,GE_States,888,GU,Guria,,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States
GE,GE_States,889,IM,Imereti,GUF,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States
GE,GE_States,890,KA,K'akheti,PYF,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States,GE_States-->AF_States
