nu,idFile,nu.1,states/code,states/name,states/nu,states/forbidden/into/bool/v,states/forbidden/into/bool/uv,states/forbidden/into/comment/en,states/forbidden/into/comment/en.1,states/forbidden/into/comment/en.2,states/forbidden/into/comment/en.3,states/quara/into/where/e,states/quara/into/where/v,states/quara/into/where/uv,states/quara/into/dur/e,states/quara/into/dur/v,states/quara/into/dur/uv,states/quara/into/comment/en,states/quara/into/comment/de,states/quara/into/comment/fr,states/quara/into/comment/es,states/test/into/pcr/e,states/test/into/pcr/v,states/test/into/pcr/uv,states/test/into/or,states/test/into/ag/e,states/test/into/ag/v,states/test/into/ag/uv,states/test/into/comment/en,states/test/into/comment/de,states/test/into/comment/fr,states/test/into/comment/es,states/link/into,,.1,.2,.3,.4,Unnamed: 39,Unnamed: 40,Unnamed: 41
CD,CD_States,620,SK,Sud-Kivu,COG,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,,,,,,,,,,,,,,,,,
CD,CD_States,621,EQ,Équateur,,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,CD_States-->asdf,,,,,,,,,,,,,,,,,
CK,CK_States,622,CK,CK,,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,CK_States-->asdf,,,,,,,,,,,,,,,,,
CR,CR_States,623,A,Alajuela,,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,,,,,,,,,,,,,,,,,
CR,CR_States,624,C,Cartago,,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,,,,,,,,,,,,,,,,,
CR,CR_States,625,G,Guanacaste,,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,,,,,,,,,,,,,,,,,
CR,CR_States,626,H,Heredia,,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,,,,,,,,,,,,,,,,,
CR,CR_States,627,L,Limón,,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,,,,,,,,,,,,,,,,,
CR,CR_States,628,P,Puntarenas,,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,,,,,,,,,,,,,,,,,
CR,CR_States,629,SJ,San José,,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,CR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,630,7,Bjelovarsko-bilogorska županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,631,12,Brodsko-posavska županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,632,19,Dubrovačko-neretvanska županija,COD,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,633,21,Grad Zagreb,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,634,18,Istarska županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,635,4,Karlovačka županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,636,6,Koprivničko-križevačka županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,637,2,Krapinsko-zagorska županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,638,9,Ličko-senjska županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,639,20,Međimurska županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,640,14,Osječko-baranjska županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,641,11,Požeško-slavonska županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,642,8,Primorsko-goranska županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,643,3,Sisačko-moslavačka županija,COK,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,644,17,Splitsko-dalmatinska županija,CRI,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,645,5,Varaždinska županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,646,10,Virovitičko-podravska županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,647,16,Vukovarsko-srijemska županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,648,13,Zadarska županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,649,1,Zagrebačka županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
HR,HR_States,650,15,Šibensko-kninska županija,,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,HR_States-->asdf,,,,,,,,,,,,,,,,,
CU,CU_States,651,15,Artemisa,HRV,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,,,,,,,,,,,,,,,,,
CU,CU_States,652,9,Camagüey,,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,,,,,,,,,,,,,,,,,
CU,CU_States,653,8,Ciego de Ávila,,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,,,,,,,,,,,,,,,,,
CU,CU_States,654,6,Cienfuegos,,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,,,,,,,,,,,,,,,,,
CU,CU_States,655,12,Granma,,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,,,,,,,,,,,,,,,,,
CU,CU_States,656,14,Guantánamo,,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,,,,,,,,,,,,,,,,,
CU,CU_States,657,11,Holguín,,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,,,,,,,,,,,,,,,,,
CU,CU_States,658,99,Isla de la Juventud,,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,,,,,,,,,,,,,,,,,
CU,CU_States,659,3,La Habana,,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,,,,,,,,,,,,,,,,,
CU,CU_States,660,10,Las Tunas,,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,,,,,,,,,,,,,,,,,
CU,CU_States,661,4,Matanzas,,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,,,,,,,,,,,,,,,,,
CU,CU_States,662,16,Mayabeque,,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,,,,,,,,,,,,,,,,,
CU,CU_States,663,1,Pinar del Río,,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,,,,,,,,,,,,,,,,,
CU,CU_States,664,7,Sancti Spíritus,,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,,,,,,,,,,,,,,,,,
CU,CU_States,665,13,Santiago de Cuba,,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,,,,,,,,,,,,,,,,,
CU,CU_States,666,5,Villa Clara,,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,CU_States-->asdf,,,,,,,,,,,,,,,,,
CW,CW_States,667,CW,CW,,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,CW_States-->asdf,,,,,,,,,,,,,,,,,
CY,CY_States,668,4,Ammochostos,,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,,,,,,,,,,,,,,,,,
CY,CY_States,669,6,Keryneia,,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,,,,,,,,,,,,,,,,,
CY,CY_States,670,3,Larnaka,,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,,,,,,,,,,,,,,,,,
CY,CY_States,671,1,Lefkosia,,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,,,,,,,,,,,,,,,,,
CY,CY_States,672,2,Lemesos,CUB,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,,,,,,,,,,,,,,,,,
CY,CY_States,673,5,Pafos,,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,CY_States-->asdf,,,,,,,,,,,,,,,,,
CZ,CZ_States,674,JM,Jihomoravský kraj,,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,,,,,,,,,,,,,,,,,
CZ,CZ_States,675,JC,Jihočeský kraj,,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,,,,,,,,,,,,,,,,,
CZ,CZ_States,676,KA,Karlovarský kraj,,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,,,,,,,,,,,,,,,,,
CZ,CZ_States,677,KR,Královéhradecký kraj,,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,CZ_States-->asdf,,,,,,,,,,,,,,,,,
